url,tittel
"/forskning/makrookonomi/makrookonomiske-analyser/hvordan-beregne-realavkastningen-på-oljefondet",Hvordan beregne realavkastningen på ”oljefondet”?
"/forskning/offentlig-okonomi/utdanningsokonomi/utdanning-har-ikke-stor-betydning-for-kreftrisikoen",Utdanning har ikke stor betydning for kreftrisikoen
"/forskning/offentlig-okonomi/utdanningsokonomi/kreft-er-mest-knyttet-til-gener",Kreft er mest knyttet til gener
"/en/forskning/discussion-papers/the-relative-contribution-of-genetic-and-environmental-factors-to-cancer-risk-and-cancer-mortality-in-norway",The relative contribution of genetic and environmental factors to cancer risk and cancer mortality in Norway
"/en/forskning/discussion-papers/education-and-cancer-risk",Education and cancer risk
"/omssb/om-oss/nyheter-om-ssb/utvidelse-av-a-opplysningslovens-virkeomrade-ute-pa-horing",Utvidelse av a-opplysningslovens virkeområde ute på høring
"/en/forskning/mikrookonomi/okonomisk-historie",Economic history
"/en/forskning/offentlig-okonomi/offentlige-finanser-paa-lang-sikt/future-manpower-needs-in-the-health-care-sector",Future manpower needs in the health care sector
"/en/forskning/discussion-papers/the-equilibrium-relationship-between-public-and-total-employment",The equilibrium relationship between public and total employment
"/en/forskning/discussion-papers/a-comparison-of-the-global-warming-effects-of-wood-fuels-and-fossil-fuels-taking-albedo-into-account",A comparison of the global warming effects of wood fuels and fossil fuels taking albedo into account
"/forskning/energi-og-miljookonomi/energi-og-miljopolitikk/bioenergi-fra-skog-paavirker-klimaet-mer-enn-antatt",Bioenergi fra skog påvirker klimaet mer enn antatt
"/forskning/discussion-papers/a-comparison-of-the-global-warming-effects-of-wood-fuels-and-fossil-fuels-taking-albedo-into-account--172164",A comparison of the global warming effects of wood fuels and fossil fuels taking albedo into account
"/forskning/mikrookonomi/okonomisk-historie/historisk-befolkningsregister",Historisk befolkningsregister
"/en/forskning/mikrookonomi/okonomisk-historie/historical-population-register-for-norway",Historical Population Register for Norway
"/innrapportering/naeringsliv/lastebil?fane=sporsmal",Godstransport med norske lastebiler -
"/omssb/om-oss/vaar-virksomhet/planer-og-meldinger/virksomhetsplan-2014-risikovurderinger",Virksomhetsplan 2014 : risikovurderinger
"/omssb/om-oss/vaar-virksomhet/kvalitet-i-statistikken",Kvalitet i statistikken
"/en/omssb/om-oss/vaar-virksomhet/kvalitet-i-statistikken",Quality in the statistics
"/nasjonalregnskap-og-konjunkturer/artikler-og-publikasjoner/nytt-bnp-hovedrevisjon-av-nasjonalregnskapet-2014",Nytt BNP - Hovedrevisjon av Nasjonalregnskapet 2014
"/befolkning/artikler-og-publikasjoner/vil-klimaendringer-gi-okt-innvandring",Vil klimaendringer gi økt innvandring?
"/befolkning/artikler-og-publikasjoner/flere-barn-har-delt-bosted",Flere barn har delt bosted
"/befolkning/artikler-og-publikasjoner/befolkningsutviklingen-2014-02",Befolkningsutviklingen
"/helse/artikler-og-publikasjoner/rusbehandling-mye-i-privat-regi",Rusbehandling – mye i privat regi
"/befolkning/artikler-og-publikasjoner/stadig-flere-menn-i-norge-er-barnlose",Stadig flere menn i Norge er barnløse
"/sosiale-forhold-og-kriminalitet/artikler-og-publikasjoner/norske-veteraner-har-gode-levekaar",Norske veteraner har gode levekår
"/jord-skog-jakt-og-fiskeri/artikler-og-publikasjoner/mange-bur-paa-gard-faerre-er-bonder","Mange bur på gard, færre er bønder"
"/sosiale-forhold-og-kriminalitet/artikler-og-publikasjoner/fremdeles-nedgang-i-kontantstottebruken",Fremdeles nedgang i kontantstøttebruken
"/sosiale-forhold-og-kriminalitet/artikler-og-publikasjoner/fremdeles-nedgang-i-kontantstottebruken?tabell=174932",Fremdeles nedgang i kontantstøttebruken - Andel som mottar kontantstøtte. Barn 13-23 mndr. Alle barn og barn med innvandrerbakgrunn.Etter fylke. 1. september 2012. Prosent
"/sosiale-forhold-og-kriminalitet/artikler-og-publikasjoner/fremdeles-nedgang-i-kontantstottebruken?tabell=174931",Fremdeles nedgang i kontantstøttebruken - Andel som mottar kontantstøtte. Barn 13-23 måneder. Etter landbakgrunn. 1. september2011 og 2012. Prosent
"/utdanning/artikler-og-publikasjoner/tidligere-deltakere-i-introduksjonsprogrammet-2007-2011",Tidligere deltakere i introduksjonsprogrammet 2007-2011
"/offentlig-sektor/artikler-og-publikasjoner/offentlig-forvaltning-storrelse",Antall offentlige årsverk nesten tredoblet siden 1970
"/arbeid-og-lonn/artikler-og-publikasjoner/unge-med-innvandrerbakgrunn-i-arbeid-og-utdanning-2012",Unge med innvandrerbakgrunn i arbeid og utdanning 2012
"/arbeid-og-lonn/artikler-og-publikasjoner/yrkesaktivitet-blant-eldre-for-og-etter-pensjonsreformen--175830",Yrkesaktivitet blant eldre før og etter pensjonsreformen
"/arbeid-og-lonn/artikler-og-publikasjoner/turnover-i-det-kommunale-barnevernet",Turnover i det kommunale barnevernet
"/helse/artikler-og-publikasjoner/laag-inntekt-og-tannhelse",Låg inntekt og tannhelse
"/priser-og-prisindekser/artikler-og-publikasjoner/eu-usa-og-kina-utgjor-halvparten-av-verdensokonomien","EU, USA og Kina utgjør halvparten av verdensøkonomien"
"/priser-og-prisindekser/artikler-og-publikasjoner/eu-usa-og-kina-utgjor-halvparten-av-verdensokonomien?tabell=176878","EU, USA og Kina utgjør halvparten av verdensøkonomien - Noen resultater fra ICP 2011. Regioner og utvalgte land"
"/natur-og-miljo/artikler-og-publikasjoner/utvidet-kvoteplikt-fra-2013",Utvidet kvoteplikt fra 2013
"/natur-og-miljo/artikler-og-publikasjoner/utvidet-kvoteplikt-fra-2013?tabell=177194",Utvidet kvoteplikt fra 2013 - Kvotepliktige utslipp. 2012-2013. Millioner tonn CO2-ekvivalenter
"/natur-og-miljo/artikler-og-publikasjoner/utvidet-kvoteplikt-fra-2013?tabell=177195",Utvidet kvoteplikt fra 2013 - Gratis tildelte klimakvoter 2012-2013. Millioner tonn CO2-ekvivalenter
"/natur-og-miljo/artikler-og-publikasjoner/utvidet-kvoteplikt-fra-2013?tabell=177196",Utvidet kvoteplikt fra 2013 - Kvotepliktige utslipp og gratis klimakvoter. 2013. Millioner tonn CO2-ekvivalenter
"/helse/artikler-og-publikasjoner/undersoekelsen-om-tobakk-og-rusmiddelbruk-i-norge-2012",Undersøkelsen om tobakk- og rusmiddelbruk i Norge 2012
"/energi-og-industri/artikler-og-publikasjoner/innleide-arbeidere-ga-vekst-i-industrien-i-2013",Innleide arbeidere ga vekst i industrien i 2013
"/helse/artikler-og-publikasjoner/undersoekelsen-om-tobakk-og-rusmiddelbruk-i-norge-2013",Undersøkelsen om tobakk- og rusmiddelbruk i Norge 2013
"/offentlig-sektor/artikler-og-publikasjoner/svaert-store-overskudd-etter-ar-2000",Svært store overskudd etter år 2000
"/forskning/makrookonomi/makrookonomiske-analyser/framskrivninger-for-tilbud-og-etterspørsel-etter-arbeidskraft-med-ulike-utdanninger",Framskrivninger for tilbud og etterspørsel etter arbeidskraft med ulike utdanninger
"/befolkning/artikler-og-publikasjoner/monitor-for-sekundarflytting",Monitor for sekundærflytting
"/virksomheter-foretak-og-regnskap/artikler-og-publikasjoner/verdien-av-eiendeler-utenlands-nesten-doblet?tabell=178580",Verdien av eiendeler utenlands nesten doblet - Gjelds- og eiendelsstruktur i ikke-finansielle norske foretak. 2005-2012. Prosent- SSB
"/offentlig-sektor/artikler-og-publikasjoner/formuen-okte-fra-340-milliarder-i-1995-til-6-160-milliarder-i-2013",Formuen økte fra 340 milliarder i 1995 til 6 160 milliarder i 2013
"/virksomheter-foretak-og-regnskap/artikler-og-publikasjoner/verdien-av-eiendeler-utenlands-nesten-doblet",Verdien av eiendeler utenlands nesten doblet
"/natur-og-miljo/artikler-og-publikasjoner/mindre-ved-gikk-opp-i-royk?tabell=179812","Mindre ved gikk opp i røyk - Vedforbruk i boliger, energiinnhold og svevestøvutslipp (PM10) fra vedfyring fordelt på ildstedstype.2013*. Tonn og TWh"
"/natur-og-miljo/artikler-og-publikasjoner/mindre-ved-gikk-opp-i-royk?tabell=179818",Mindre ved gikk opp i røyk - Vedforbruk i boliger fordelt på fylkesgrupper. 2013. 1 000 tonn og kg/innbygger
"/natur-og-miljo/artikler-og-publikasjoner/mindre-ved-gikk-opp-i-royk?tabell=179814",Mindre ved gikk opp i røyk - Energiforbruk i husholdninger. 2005-2012. GWh
"/natur-og-miljo/artikler-og-publikasjoner/mindre-ved-gikk-opp-i-royk?tabell=180573","Mindre ved gikk opp i røyk - Vedforbruk i fritidsboliger, energiinnhold og svevestøvutslipp (PM10) fra vedfyring fordelt påildstedstype. 2013. Tonn og TWh"
"/natur-og-miljo/artikler-og-publikasjoner/mindre-ved-gikk-opp-i-royk?tabell=179816",Mindre ved gikk opp i røyk - Utslipp av svevestøv per kWh nyttiggjort energi 2013. g/kWh
"/natur-og-miljo/artikler-og-publikasjoner/mindre-ved-gikk-opp-i-royk",Mindre ved gikk opp i røyk
"/innrapportering/naeringsliv/transpsg?fane=sporsmal",Transport med varebiler -
"/nasjonalregnskap-og-konjunkturer/artikler-og-publikasjoner/norsk-okonomi-i-moderat-fart--180967",Norsk økonomi i moderat fart
"/nasjonalregnskap-og-konjunkturer/artikler-og-publikasjoner/konjunkturutviklingen-i-norge-2014-3",Konjunkturutviklingen i Norge
"/nasjonalregnskap-og-konjunkturer/artikler-og-publikasjoner/internasjonal-okonomi-2014-3",Internasjonal økonomi
"/nasjonalregnskap-og-konjunkturer/artikler-og-publikasjoner/norsk-okonomi-i-moderat-fart--180967?tabell=180881",Norsk økonomi i moderat fart - Makroøkonomiske hovedstørrelser 2003-2017. Regnskap og prognoser. Prosentvis endring fra åretfør der ikke annet framgår
"/nasjonalregnskap-og-konjunkturer/artikler-og-publikasjoner/konjunkturtendensene-2014-3",Konjunkturtendensene
"/nasjonalregnskap-og-konjunkturer/artikler-og-publikasjoner/virkninger-på-norsk-økonomi-av-et-kraftig-fall-i-oljeprisen",Virkninger på norsk økonomi av et kraftig fall i oljeprisen
"/en/nasjonalregnskap-og-konjunkturer/artikler-og-publikasjoner/kt",Moderate pace in Norwegian economy
"/en/nasjonalregnskap-og-konjunkturer/artikler-og-publikasjoner/kt?tabell=180882",Moderate pace in Norwegian economy - Main economic indicators 2003-2017. Accounts and forecasts. Percentage change from previousyear unless otherwise noted
"/befolkning/artikler-og-publikasjoner/befolkningsframskrivingene",Befolkningsframskrivingene
"/natur-og-miljo/barekraft/generasjonsregnskapet-innstrammingsbehov-i-offentlige-finanser",Generasjonsregnskapet: innstrammingsbehov i offentlige finanser
"/natur-og-miljo/barekraft/netto-nasjonalinntekt-per-innbygger-fordelt-pa-kilder",Netto nasjonalinntekt per innbygger fordelt på kilder
"/natur-og-miljo/barekraft/irreversibel-avgang-av-produktivt-areal",Irreversibel avgang av produktivt areal
"/natur-og-miljo/barekraft/utvikling-i-inntektsulikhet",Utvikling i inntektsulikhet
"/natur-og-miljo/barekraft/samlet-energibruk-per-enhet-bnp",Samlet energibruk per enhet BNP
"/natur-og-miljo/barekraft/befolkningens-utdanningsniva",Befolkningens utdanningsnivå
"/natur-og-miljo/barekraft/naturindeks.hav-og-kystvann",Naturindeks. Hav og kystvann
"/natur-og-miljo/barekraft/hva-er-barekraftig-utvikling",Hva er bærekraftig utvikling?
"/natur-og-miljo/barekraft/gytebestandens-storrelse-for-viktige-fiskebestander",Gytebestandens størrelse for viktige fiskebestander
"/natur-og-miljo/barekraft/import-fra-mul-og-utviklingsland-totalt-og-som-andel-av-samlet-norsk-import",Import fra MUL og utviklingsland totalt og som andel av samlet norsk import
"/natur-og-miljo/artikler-og-publikasjoner/barekraftig-utvikling-noen-fremtidige-utfordringer",Bærekraftig utvikling – noen fremtidige utfordringer
"/natur-og-miljo/barekraft/helse-og-miljofarlige-stoffer-i-forbrukerkjemikalier",Helse- og miljøfarlige stoffer i forbrukerkjemikalier
"/natur-og-miljo/barekraft/tilstandsutvikling-for-fredede-bygg",Tilstandsutvikling for fredede bygg
"/natur-og-miljo/barekraft/nasjonalformuen-og-barekraftig-utvikling",Nasjonalformuen og bærekraftig utvikling
"/natur-og-miljo/barekraft/offisiell-norsk-bistand-niva-og-andel-av-bni","Offisiell norsk bistand, nivå og andel av BNI"
"/natur-og-miljo/barekraft/forventet-levealder-ved-fodselen",Forventet levealder ved fødselen
"/natur-og-miljo/barekraft/utslipp-av-nox-nh3-so2-og-nmvoc","Utslipp av NOx, NH3, SO2 og NMVOC"
"/natur-og-miljo/barekraft/naturindeks.landokosystemer-og-ferskvann",Naturindeks. Landøkosystemer og ferskvann
"/natur-og-miljo/barekraft/norske-klimagassutslipp",Norske klimagassutslipp
"/natur-og-miljo/barekraft/mottakere-av-uforepensjon-og-arbeidsavklaringspenger",Mottakere av uførepensjon og arbeidsavklaringspenger
"/natur-og-miljo/nokkeltall/indikatorer-for-barekraftig-utvikling",Indikatorer for bærekraftig utvikling
"/en/befolkning/artikler-og-publikasjoner/the-population-projections",The population projections
"/en/forskning/discussion-papers/characteristics-of-parents-with-shared-residence-and-father-sole-custody",Characteristics of parents with shared residence and father sole custody
"/befolkning/artikler-og-publikasjoner/alene-i-samliv-eller-fortsatt-i-barndomshjemmet","Alene, i samliv eller fortsatt i barndomshjemmet?"
"/arbeid-og-lonn/artikler-og-publikasjoner/mindre-skjemavelde-sikrere-tall","Mindre skjemavelde, sikrere tall"
"/valg/artikler-og-publikasjoner/hoyrebolge-blant-innvandrere-men-flertallet-velger-arbeiderpartiet","Høyrebølge blant innvandrere, men flertallet velger Arbeiderpartiet"
"/energi-og-industri/artikler-og-publikasjoner/hoye-mal-for-fornybar-energi",Høye mål for fornybar energi
"/arbeid-og-lonn/artikler-og-publikasjoner/hva-vet-vi-om-innvandrere-som-verken-jobber-studerer-eller-mottar-ytelser","Hva vet vi om innvandrere som verken jobber, studerer eller mottar ytelser?"
"/energi-og-industri/artikler-og-publikasjoner/hoye-mal-for-fornybar-energi?tabell=183165",Høye mål for fornybar energi
"/arbeid-og-lonn/artikler-og-publikasjoner/hva-vet-vi-om-innvandrere-som-verken-jobber-studerer-eller-mottar-ytelser?tabell=183157","Hva vet vi om innvandrere som verken jobber, studerer eller mottar ytelser?"
"/energi-og-industri/artikler-og-publikasjoner/hoye-mal-for-fornybar-energi?tabell=183167",Høye mål for fornybar energi
"/en/nasjonalregnskap-og-konjunkturer/artikler-og-publikasjoner/economic-survey-2-2014",Economic Survey 2-2014
"/natur-og-miljo/artikler-og-publikasjoner/fritidsbyggomrader",Fritidsbyggområder
"/en/forskning/discussion-papers/differences-in-childbearing-by-time-frame-of-fertility-intention-a-study-using-survey-and-register-data-from-norway",Differences in childbearing by time frame of fertility intention: A study using survey and register data from Norway
"/utdanning/artikler-og-publikasjoner/imputation-of-missing-data-among-immigrants-in-the-register-of-the-populations-level-of-education-bu",Imputation of missing data among immigrants in the Register of the Population's Level of Education (BU)
"/en/utdanning/artikler-og-publikasjoner/imputation-of-missing-data-among-immigrants-in-the-register-of-the-populations-level-of-education-bu",Imputation of missing data among immigrants in the Register of the Population's Level of Education (BU)
"/innrapportering/naeringsliv/energivarer-brukt-som-rastoff?fane=sporsmal",Energivarer brukt som råstoff -
"/en/forskning/discussion-papers/family-welfare-cultures",Family welfare cultures
"/en/forskning/discussion-papers/output-based-rebating-of-carbon-taxes-in-the-neighbors-backyard",Output-based rebating of carbon taxes in the neighbor’s backyard
"/forskning/energi-og-miljookonomi/klimapolitikk-og-okonomi/produksjonssubsidier-og-karbonskatter",Produksjonssubsidier og karbonskatter
"/arbeid-og-lonn/artikler-og-publikasjoner/undersoking-om-foreldrebetaling-i-barnehagar-januar-2014","Undersøking om foreldrebetaling i barnehagar, januar 2014"
"/inntekt-og-forbruk/artikler-og-publikasjoner/flere-med-jobb-og-alderspensjon?tabell=184071",Flere med jobb og alderspensjon - Fordeling av samlet inntekt for personer 62-66 år
"/inntekt-og-forbruk/artikler-og-publikasjoner/flere-med-jobb-og-alderspensjon",Flere med jobb og alderspensjon
"/omssb/om-oss/vaar-virksomhet/planer-og-meldinger/brukerundersokelse-ssb.no-2014",Brukerundersøkelse ssb.no 2014
"/energi-og-industri/artikler-og-publikasjoner/fjernvarme-og-fjernkjoling-i-norge",Fjernvarme og fjernkjøling i Norge
"/natur-og-miljo/artikler-og-publikasjoner/justert-tettstedsavgrensing",Justert tettstedsavgrensing
"/nasjonalregnskap-og-konjunkturer/artikler-og-publikasjoner/ny-kartlegging-av-okonomisk-levetid-og-verdifall-for-realkapital",Ny kartlegging av økonomisk levetid og verdifall for realkapital
"/nasjonalregnskap-og-konjunkturer/artikler-og-publikasjoner/ny-kartlegging-av-okonomisk-levetid-og-verdifall-for-realkapital?tabell=184994",Ny kartlegging av økonomisk levetid og verdifall for realkapital - Gjennomsnittlig økonomisk levetid (antall år)
"/inntekt-og-forbruk/artikler-og-publikasjoner/lavere-inntekt-blant-innvandrere",Lavere inntekt blant innvandrere
"/en/forskning/discussion-papers/womens-wages-and-fertility-revisited",Women’s wages and fertility revisited
"/befolkning/artikler-og-publikasjoner/hos-mor-hos-far-eller-delt-bosted","Hos mor, hos far eller delt bosted?"
"/en/forskning/discussion-papers/the-fiscal-incentive-of-ghg-cap-and-trade",The fiscal incentive of GHG cap and trade
"/valg/artikler-og-publikasjoner/velgerundersokelse-blant-personer-med-innvandrerbakgrunn-2013",Velgerundersøkelse blant personer med innvandrerbakgrunn 2013
"/befolkning/artikler-og-publikasjoner/dette-er-norge-2014",Dette er Norge 2014
"/energi-og-industri/energi/statistikk/energibruk-i-husholdningene",Energibruk i husholdningene
"/en/energi-og-industri/energi/statistikk/energibruk-i-husholdningene",Energy consumption in households
"/priser-og-prisindekser/artikler-og-publikasjoner/oljeokonomier-i-verdenstoppen",Oljeøkonomier i verdenstoppen
"/priser-og-prisindekser/artikler-og-publikasjoner/oljeokonomier-i-verdenstoppen?tabell=188771",Oljeøkonomier i verdenstoppen - Noen resultater fra ICP 2011. Midtøsten
"/teknologi-og-innovasjon/artikler-og-publikasjoner/mye-ikt-relatert-fou-i-naringslivet",Mye IKT-relatert FoU i næringslivet
"/priser-og-prisindekser/artikler-og-publikasjoner/store-kontraster-i-latin-amerika",Store kontraster i Latin-Amerika
"/priser-og-prisindekser/artikler-og-publikasjoner/store-kontraster-i-latin-amerika?tabell=190837",Store kontraster i Latin-Amerika - Noen resultater fra ICP 2011. Latin-Amerika
"/omssb/om-oss/nyheter-om-ssb/statistisk-sentralbyra-pa-arendalsuka",Statistisk sentralbyrå på Arendalsuka
"/priser-og-prisindekser/artikler-og-publikasjoner/hoyest-velstand-i-sma-okonomier-i-asia",Høyest velstand i små økonomier i Asia
"/priser-og-prisindekser/artikler-og-publikasjoner/hoyest-velstand-i-sma-okonomier-i-asia?tabell=192148",Høyest velstand i små økonomier i Asia - Noen resultater fra ICP 2011. Asia
"/priser-og-prisindekser/artikler-og-publikasjoner/store-velstandsforskjeller-i-tidligere-sovjetunionen",Store velstandsforskjeller i tidligere Sovjetunionen
"/priser-og-prisindekser/artikler-og-publikasjoner/store-velstandsforskjeller-i-tidligere-sovjetunionen?tabell=193248",Store velstandsforskjeller i tidligere Sovjetunionen - Noen resultater fra ICP 2011. Samveldet av uavhengige stater
"/arbeid-og-lonn/artikler-og-publikasjoner/overkvalifisering-blant-innvandrere-2007-2012",Overkvalifisering blant innvandrere 2007-2012
"/priser-og-prisindekser/artikler-og-publikasjoner/den-rike-verden-holder-stillingen",«Den rike verden» holder stillingen
"/priser-og-prisindekser/artikler-og-publikasjoner/den-rike-verden-holder-stillingen?tabell=194298",«Den rike verden» holder stillingen - Noen resultater fra ICP 2011. Europa-OECD
"/nasjonalregnskap-og-konjunkturer/artikler-og-publikasjoner/konjunkturoppgangen-lar-vente-pa-seg",Konjunkturoppgangen lar vente på seg
"/befolkning/artikler-og-publikasjoner/befolkningsframskrivinger-2014-2100-inn-og-utvandring",Befolkningsframskrivinger 2014-2100: Inn- og utvandring
"/befolkning/artikler-og-publikasjoner/befolkningsframskrivinger-2014-2100-dodelighet-og-levealder",Befolkningsframskrivinger 2014-2100: Dødelighet og levealder
"/befolkning/artikler-og-publikasjoner/hvor-godt-treffer-befolkningsframskrivingene-for-kommunene",Hvor godt treffer befolkningsframskrivingene for kommunene?
"/nasjonalregnskap-og-konjunkturer/artikler-og-publikasjoner/internasjonal-okonomi-2014-4",Internasjonal økonomi
"/nasjonalregnskap-og-konjunkturer/artikler-og-publikasjoner/konjunkturutviklingen-i-norge-2014-4",Konjunkturutviklingen i Norge
"/befolkning/artikler-og-publikasjoner/befolkningsframskrivinger-2014-2100-hovedresultater",Befolkningsframskrivinger 2014-2100: Hovedresultater
"/nasjonalregnskap-og-konjunkturer/artikler-og-publikasjoner/konjunkturtendensene-2014-4",Konjunkturtendensene
"/befolkning/artikler-og-publikasjoner/befolkningsframskrivinger-2014-2100-fruktbarhet",Befolkningsframskrivinger 2014-2100: Fruktbarhet
"/nasjonalregnskap-og-konjunkturer/artikler-og-publikasjoner/konjunkturoppgangen-lar-vente-pa-seg?tabell=195006",Konjunkturoppgangen lar vente på seg - Makroøkonomiske hovedstørrelser 2003-2017. Regnskap og prognoser. Prosentvis endringfra året før der ikke annet framgår
"/en/nasjonalregnskap-og-konjunkturer/artikler-og-publikasjoner/upturn-in-economy-on-hold",Upturn in economy on hold
"/en/nasjonalregnskap-og-konjunkturer/artikler-og-publikasjoner/upturn-in-economy-on-hold?tabell=195007",Upturn in economy on hold - Main economic indicators 2003-2017. Accounts and forecasts. Percentage change from previous yearunless otherwise noted
"/befolkning/artikler-og-publikasjoner/framtidas-fruktbarhet-farre-barn-eller-eldre-modre",Framtidas fruktbarhet: Færre barn eller eldre mødre?
"/omssb/om-oss/vaar-virksomhet/planer-og-meldinger/statistisk-sentralbyraas-organisasjon-og-ledelse.ekstern-utgave",Statistisk sentralbyrås organisasjon og ledelse. Ekstern utgave
"/en/befolkning/artikler-og-publikasjoner/this-is-norway-2014",This is Norway 2014
"/en/omssb/tjenester-og-verktoy/vaare-kalkulatorer",Our calculators
"/priser-og-prisindekser/artikler-og-publikasjoner/flertallet-av-verdens-fattigste-land-ligger-i-afrika",Flertallet av verdens fattigste land ligger i Afrika
"/priser-og-prisindekser/artikler-og-publikasjoner/flertallet-av-verdens-fattigste-land-ligger-i-afrika?tabell=195864",Flertallet av verdens fattigste land ligger i Afrika - Noen resultater fra ICP 2011. Afrika
"/bank-og-finansmarked/artikler-og-publikasjoner/pengemengdestatistikken",Pengemengdestatistikken
"/en/nasjonalregnskap-og-konjunkturer/artikler-og-publikasjoner/economic-survey-3-2014",Economic Survey 3-2014
"/natur-og-miljo/artikler-og-publikasjoner/fylkestall-for-utslipp-av-klimagasser",Fylkestall for utslipp av klimagasser
"/omssb/samarbeid/internasjonalt-statistikksamarbeid/statistikkarbeidet-i-fn",Statistikkarbeidet i FN
"/omssb/samarbeid/internasjonalt-statistikksamarbeid/oecds-statistikkarbeid",OECDs statistikkarbeid
"/en/omssb/om-oss/vaar-virksomhet/planer-og-meldinger/organisation-and-management-in-statistics-norway",Organisation and management in Statistics Norway
"/innrapportering/naeringsliv/ppi?fane=sporsmal","Priser ved salg til norsk marked, eksport og import -"
"/utenriksokonomi/artikler-og-publikasjoner/varehandel-fortsatt-viktigst-selv-om-tjenesteproduksjonen-er-storre","Varehandel fortsatt viktigst, selv om tjenesteproduksjonen er større"
"/en/forskning/discussion-papers/labor-supply-as-a-discrete-choice-among-latent-jobs--197755",Labor supply as a discrete choice among latent jobs
"/utdanning/artikler-og-publikasjoner/kompetanseprofil-i-grunnskolen",Kompetanseprofil i grunnskolen
"/nasjonalregnskap-og-konjunkturer/artikler-og-publikasjoner/derfor-vil-nivaet-pa-bnp-oppjusteres",Derfor vil nivået på BNP oppjusteres
"/en/nasjonalregnskap-og-konjunkturer/artikler-og-publikasjoner/gdp-to-be-revised-upwards",GDP to be revised upwards
"/en/omssb/om-oss/vaar-virksomhet/planer-og-meldinger/user-survey-ssb.no-2014",User survey ssb.no 2014
"/en/natur-og-miljo/artikler-og-publikasjoner/the-norwegian-emission-inventory-2014",The Norwegian Emission Inventory 2014
"/en/forskning/discussion-papers/the-relationship-between-earnings-and-first-birth-probability-among-norwegian-men-and-women-1994-2008",The relationship between earnings and first birth probability among Norwegian men and women 1994-2008
"/omssb/om-oss/nyheter-om-ssb/feil-i-beregninger-om-skattelette",Feil i beregninger om skattelette
"/sosiale-forhold-og-kriminalitet/artikler-og-publikasjoner/kontantstotte-lite-endring-tross-hoyere-sats",Kontantstøtte – lite endring tross høyere sats
"/sosiale-forhold-og-kriminalitet/artikler-og-publikasjoner/kontantstotte-lite-endring-tross-hoyere-sats?tabell=200411",Kontantstøtte – lite endring tross høyere sats
"/sosiale-forhold-og-kriminalitet/artikler-og-publikasjoner/kontantstotte-lite-endring-tross-hoyere-sats?tabell=200412",Kontantstøtte – lite endring tross høyere sats
"/energi-og-industri/artikler-og-publikasjoner/pa-verdenstoppen-i-bruk-av-strom",På verdenstoppen i bruk av strøm
"/befolkning/artikler-og-publikasjoner/nar-barnet-har-to-foreldrehjem",Når barnet har to foreldrehjem
"/utdanning/artikler-og-publikasjoner/norske-studenter-bruker-minst-tid-pa-studiene",Norske studenter bruker minst tid på studiene
"/bygg-bolig-og-eiendom/artikler-og-publikasjoner/bygge-hytter-eller-verne-om-naturen",Bygge hytter eller verne om naturen?
"/energi-og-industri/artikler-og-publikasjoner/pa-verdenstoppen-i-bruk-av-strom?tabell=200761",På verdenstoppen i bruk av strøm
"/energi-og-industri/artikler-og-publikasjoner/pa-verdenstoppen-i-bruk-av-strom?tabell=200763",På verdenstoppen i bruk av strøm
"/energi-og-industri/artikler-og-publikasjoner/pa-verdenstoppen-i-bruk-av-strom?tabell=200765",På verdenstoppen i bruk av strøm
"/befolkning/artikler-og-publikasjoner/nar-barnet-har-to-foreldrehjem?tabell=200373",Når barnet har to foreldrehjem
"/bygg-bolig-og-eiendom/artikler-og-publikasjoner/bygge-hytter-eller-verne-om-naturen?tabell=200822",Bygge hytter eller verne om naturen?
"/befolkning/artikler-og-publikasjoner/nar-barnet-har-to-foreldrehjem?tabell=200374",Når barnet har to foreldrehjem
"/forskning/makrookonomi/makrookonomiske-analyser/med-utgangspunkt-i-dagens-situasjon-hvordan-utvikler-behovet-for-arbeidskraft-seg-framover",Med utgangspunkt i dagens situasjon: Hvordan utvikler behovet for arbeidskraft seg framover?
"/arbeid-og-lonn/artikler-og-publikasjoner/framskrivinger-av-befolkning-og-arbeidsstyrke-etter-utdanning-med-alternative-forutsetninger-for-innvandring",Framskrivinger av befolkning og arbeidsstyrke etter utdanning med alternative forutsetninger for innvandring
"/helse/artikler-og-publikasjoner/pleie-og-omsorgstjenesten-2013",Pleie- og omsorgstjenesten 2013
"/en/omssb/om-oss/vaar-virksomhet/planer-og-meldinger/strategy-2014-2017",Strategy 2014-2017
"/inntekt-og-forbruk/artikler-og-publikasjoner/utlignet-skatt-etter-alder?tabell=201445","Utlignet skatt etter alder - Formuesskatt og bruttoinntekt etter størrelse på formuesskatt. Antall, andel, sum og gjennomsnitt.2012"
"/inntekt-og-forbruk/artikler-og-publikasjoner/utlignet-skatt-etter-alder?tabell=201444","Utlignet skatt etter alder - Formuesskatt og bruttoinntekt etter størrelse på bruttoinntekt. Antall, andel, sum, median oggjennomsnitt. Bosatte personer 17 år og eldre. 2012"
"/inntekt-og-forbruk/artikler-og-publikasjoner/utlignet-skatt-etter-alder?tabell=201443","Utlignet skatt etter alder - Formuesskatt og bruttoinntekt etter alder. Antall, sum, gjennomsnitt og median. 2012"
"/inntekt-og-forbruk/artikler-og-publikasjoner/utlignet-skatt-etter-alder",Utlignet skatt etter alder
