url,tittel
"/forskning/energi-og-miljookonomi/klimapolitikk-og-okonomi/smarte-virkemidler-mot-karbonlekkasje",Smarte virkemidler mot karbonlekkasje
"/forskning/offentlig-okonomi/pensjoner/pensjonsreformen-etterkrigsgenerasjonen-og-barna-deres-taper-mest-millenniumsbarna-tjener-pa-den","Pensjonsreformen: Etterkrigsgenerasjonen og barna deres taper mest, millenniumsbarna tjener på den"
"/en/forskning/discussion-papers/life-time-pension-benefits-relative-to-life-time-contributions",Life time pension benefits relative to life time contributions
"/forskning/makrookonomi/makrookonomiske-analyser/en-dyster-okonomisk-framtid",En dyster økonomisk framtid?
"/nasjonalregnskap-og-konjunkturer/artikler-og-publikasjoner/en-dyster-okonomisk-framtid",En dyster økonomisk framtid?
"/en/nasjonalregnskap-og-konjunkturer/artikler-og-publikasjoner/en-dyster-okonomisk-framtid",A Gloomy Economic Future?
"/omssb/om-oss/nyheter-om-ssb/nesten-10-000-personer-med-innvandrerbakgrunn-intervjues-om-levekar",Nesten 10 000 personer med innvandrerbakgrunn intervjues om levekår
"/bank-og-finansmarked/ny-rapportering-av-opplysninger-om-bruk-av-nye-tjenesteri",Ny rapportering av opplysninger om bruk av nye tjenester
"/sosiale-forhold-og-kriminalitet/artikler-og-publikasjoner/innsattes-levekar-2014",Innsattes levekår 2014
"/en/forskning/discussion-papers/labor-market-institutions-and-wage-inequality-in-the-oecd-countries",Labor Market Institutions and Wage Inequality in the OECD countries
"/forskning/makrookonomi/makrookonomiske-analyser/reguleringer-av-midlertidige-og-faste-stillinger-har-ulik-effekt-for-inntektsfordelingen",Reguleringer av midlertidige og faste stillinger har ulik effekt for inntektsfordelingen
"/omssb/om-oss/nyheter-om-ssb/fa-innsyn-i-opplysninger-i-a-ordningen",Få innsyn i opplysninger i A-ordningen
"/befolkning/artikler-og-publikasjoner/videreforing-av-statistikk-fra-folke-og-boligtellingen-2011",Videreføring av statistikk fra Folke- og boligtellingen 2011
"/en/forskning/discussion-papers/resource-rent-in-norwegian-fisheries",Resource Rent in Norwegian Fisheries
"/forskning/energi-og-miljookonomi/baerekraftig-utvikling/ressursrenten-i-norske-fiskerier-utvikling-og-politikk",Ressursrenten i norske fiskerier - utvikling og politikk
"/helse/artikler-og-publikasjoner/norge-nest-best-i-mest-nesten","Norge nest best i mest, nesten…"
"/arbeid-og-lonn/artikler-og-publikasjoner/sysselsatte-i-petroleumsnaeringene-og-relaterte-naeringer-2014",Sysselsatte i petroleumsnæringene og relaterte næringer 2014
"/innrapportering/naeringsliv/omsetning?fane=sporsmal",Fellesrapportering månedlig detaljomsetning -
"/en/arbeid-og-lonn/artikler-og-publikasjoner/wage-equations-and-labour-demand-by-education",Wage equations and labour demand by education
"/en/omssb/lover-og-prinsipper/formidlingspolitikk/prinsipper-for-feilretting",Principles for correcting errors
"/en/omssb/lover-og-prinsipper/formidlingspolitikk/prinsipper-for-revisjon",Principles for revisions
"/en/omssb/lover-og-prinsipper/formidlingspolitikk/prinsipper-for-likebehandling",Principles for equal treatment
"/innvandring-og-innvandrere/artikler-og-publikasjoner/14-sporsmal-og-svar-om-kostnader-ved-innvandring",14 spørsmål og svar om kostnader ved innvandring
"/innvandring-og-innvandrere/artikler-og-publikasjoner/14-sporsmal-og-svar-om-kostnader-ved-innvandring?tabell=246634","14 spørsmål og svar om kostnader ved innvandring - Offentlige nettoinntekter fra et gjennomsnittsindivid over individets livsløp.Tilnærmelse. Inkluderer offentlige kontantoverføringer, offentlig konsum, indirekte skatter og bedriftsskatter fra Fastlands-Norge.1000 2014-lønnskroner"
"/innvandring-og-innvandrere/artikler-og-publikasjoner/14-sporsmal-og-svar-om-kostnader-ved-innvandring?tabell=246639",14 spørsmål og svar om kostnader ved innvandring - Virkning på offentlige nettoinntekter per ekstra innvandrer (enhetsvirkning)av økt innvandring i kun 2015 fra tre regione. 1000 2014-lønnskroner
"/innvandring-og-innvandrere/beregninger-fra-ssb-av-virkninger-av-okt-innvandring-pa-offentlige-finanser",Beregninger fra SSB av virkninger av økt innvandring på offentlige finanser
"/energi-og-industri/artikler-og-publikasjoner/langt-mer-enn-oljeprisen-pavirker-bensinprisene",Langt mer enn oljeprisen påvirker bensinprisene
"/innrapportering/naeringsliv/avfind-svar?fane=sporsmal","Avfall i industri, kraft-, drikkevann- og renovasjonsvirksomhet -"
"/forskning/offentlig-okonomi/skatt/fordelingsvirkninger-ved-okt-skatt-pa-selveid-bolig",Fordelingsvirkninger ved økt skatt på selveid bolig
"/en/forskning/discussion-papers/taxation-of-housing",Taxation of housing
"/utdanning/artikler-og-publikasjoner/studenters-okonomi-og-studiesituasjon",Studenters økonomi og studiesituasjon
"/utdanning/artikler-og-publikasjoner/kvinner-har-hoyest-utdanning-men-lavest-lonn","Kvinner har høyest utdanning, men lavest lønn"
"/en/forskning/discussion-papers/effects-of-income-and-the-cost-of-children-on-fertility",Effects of income and the cost of children on fertility
"/en/befolkning/artikler-og-publikasjoner/statistics-from-the-population-and-housing-census-2011-to-continue",Statistics from the Population and housing census 2011 to continue
"/nasjonalregnskap-og-konjunkturer/artikler-og-publikasjoner/moderat-konjunkturoppgang-fra-andre-halvar-2016",Moderat konjunkturoppgang fra andre halvår 2016
"/nasjonalregnskap-og-konjunkturer/artikler-og-publikasjoner/konjunkturtendensene--248157",Konjunkturtendensene
"/priser-og-prisindekser/artikler-og-publikasjoner/hvor-stammer-prisimpulsene-fra",Hvor stammer prisimpulsene fra?
"/befolkning/artikler-og-publikasjoner/hvorfor-faller-fruktbarheten-i-norge--248122",Hvorfor faller fruktbarheten i Norge?
"/nasjonalregnskap-og-konjunkturer/artikler-og-publikasjoner/internasjonal-okonomi--248121",Internasjonal økonomi
"/nasjonalregnskap-og-konjunkturer/artikler-og-publikasjoner/konjunkturutviklingen-i-norge--248118",Konjunkturutviklingen i Norge
"/befolkning/artikler-og-publikasjoner/hvem-velger-a-fa-flere-barn",Hvem velger å få (flere) barn?
"/natur-og-miljo/artikler-og-publikasjoner/drivstoffeffektivisering-forer-det-til-mindre-bruk-av-olje",Drivstoffeffektivisering – fører det til mindre bruk av olje?
"/nasjonalregnskap-og-konjunkturer/artikler-og-publikasjoner/moderat-konjunkturoppgang-fra-andre-halvar-2016?tabell=248282",Moderat konjunkturoppgang fra andre halvår 2016 - Makroøkonomiske hovedstørrelser 2003-2018. Regnskap og prognoser. Prosentvisendring fra året før der ikke annet framgår
"/en/nasjonalregnskap-og-konjunkturer/artikler-og-publikasjoner/moderate-upswing-in-economy-from-second-half-of-2016",Moderate upswing in economy from second half of 2016
"/en/nasjonalregnskap-og-konjunkturer/artikler-og-publikasjoner/moderate-upswing-in-economy-from-second-half-of-2016?tabell=248283",Moderate upswing in economy from second half of 2016 - Main economic indicators 2003-2018. Accounts and forecasts. Percentagechange from previous year unless otherwise noted
"/diverse/om-sammenligning-fra-maned-til-maned",Om sammenligning fra måned til måned
"/arbeid-og-lonn/statistikker/akumnd/tilleggsinformasjon/om-sammenligning-fra-maned-til-maned",Om sammenligning fra måned til måned
"/helse/artikler-og-publikasjoner/undersokelse-om-rusmidler-og-tobakk-2015",Undersøkelse om rusmidler og tobakk 2015
"/sosiale-forhold-og-kriminalitet/artikler-og-publikasjoner/deltaking-stotte-tillit-og-tilhorighet","Deltaking, støtte, tillit og tilhørighet"
"/valg/artikler-og-publikasjoner/klare-skiller-mellom-bydelene-i-valgdeltakelse?tabell=248868",Klare skiller mellom bydelene i valgdeltakelse
"/valg/artikler-og-publikasjoner/klare-skiller-mellom-bydelene-i-valgdeltakelse?tabell=248869",Klare skiller mellom bydelene i valgdeltakelse
"/valg/artikler-og-publikasjoner/klare-skiller-mellom-bydelene-i-valgdeltakelse?tabell=248870",Klare skiller mellom bydelene i valgdeltakelse
"/valg/artikler-og-publikasjoner/klare-skiller-mellom-bydelene-i-valgdeltakelse?tabell=248863",Klare skiller mellom bydelene i valgdeltakelse
"/jord-skog-jakt-og-fiskeri/artikler-og-publikasjoner/nye-tider-for-skogeigaren?tabell=248879",Nye tider for skogeigaren
"/jord-skog-jakt-og-fiskeri/artikler-og-publikasjoner/nye-tider-for-skogeigaren?tabell=248880",Nye tider for skogeigaren
"/utdanning/artikler-og-publikasjoner/nesten-alle-i-arbeid-store-inntektsforskjeller?tabell=248918",Nesten alle i arbeid – store inntektsforskjeller
"/utdanning/artikler-og-publikasjoner/nesten-alle-i-arbeid-store-inntektsforskjeller?tabell=248917",Nesten alle i arbeid – store inntektsforskjeller
"/utdanning/artikler-og-publikasjoner/nesten-alle-i-arbeid-store-inntektsforskjeller?tabell=248919",Nesten alle i arbeid – store inntektsforskjeller
"/utdanning/artikler-og-publikasjoner/nesten-alle-i-arbeid-store-inntektsforskjeller?tabell=248920",Nesten alle i arbeid – store inntektsforskjeller
"/energi-og-industri/artikler-og-publikasjoner/oljeprissmurte-investeringer-sand-i-styringsapparatet","Oljeprissmurte investeringer, sand i styringsapparatet"
"/valg/artikler-og-publikasjoner/klare-skiller-mellom-bydelene-i-valgdeltakelse",Klare skiller mellom bydelene i valgdeltakelse
"/jord-skog-jakt-og-fiskeri/artikler-og-publikasjoner/nye-tider-for-skogeigaren",Nye tider for skogeigaren
"/utdanning/artikler-og-publikasjoner/nesten-alle-i-arbeid-store-inntektsforskjeller",Nesten alle i arbeid – store inntektsforskjeller
"/transport-og-reiseliv/artikler-og-publikasjoner/trafikken-tar-flest-liv-i-hordaland",Trafikken tar flest liv i Hordaland
"/energi-og-industri/artikler-og-publikasjoner/oljeprissmurte-investeringer-sand-i-styringsapparatet?tabell=248878","Oljeprissmurte investeringer, sand i styringsapparatet"
"/energi-og-industri/artikler-og-publikasjoner/oljeprissmurte-investeringer-sand-i-styringsapparatet?tabell=248877","Oljeprissmurte investeringer, sand i styringsapparatet"
"/en/forskning/discussion-papers/the-effects-of-innovation-policies-on-firm-level-patenting",The effects of innovation policies on firm level patenting
"/forskning/energi-og-miljookonomi/teknologi-innovasjon-og-vekst/effekten-av-direkte-subsidier-og-skattefradrag-hos-norske-foretak",Effekten av direkte subsidier og skattefradrag hos norske foretak
"/omssb/om-oss/nyheter-om-ssb/sok-ssbnytt-twitter",Søk @ssbnytt
"/befolkning/artikler-og-publikasjoner/holdninger-til-innvandrere-og-innvandring-2015",Holdninger til innvandrere og innvandring 2015
"/en/nasjonalregnskap-og-konjunkturer/artikler-og-publikasjoner/economic-survey-4-2015",Economic Survey 4-2015
"/transport-og-reiseliv/artikler-og-publikasjoner/modellering-av-trafikk-pa-kommunale-veier",Modellering av trafikk på kommunale veier
"/natur-og-miljo/artikler-og-publikasjoner/kommunale-avlop-2014",Kommunale avløp
"/innrapportering/naeringsliv/Ambulansetjenester?fane=sporsmal",Ambulansetjenesten -
"/arbeid-og-lonn/artikler-og-publikasjoner/funksjonshemma-pa-arbeidsmarknaden-i-2015",Funksjonshemma på arbeidsmarknaden i 2015
"/kultur-og-fritid/artikler-og-publikasjoner/kulturstatistikk-2014",Kulturstatistikk 2014
"/natur-og-miljo/artikler-og-publikasjoner/tilgjengelighet-i-strandsonen-og-langs-vassdrag",Tilgjengelighet i strandsonen og langs vassdrag
"/befolkning/artikler-og-publikasjoner/flyktninger-i-norge",Flyktninger i Norge
"/befolkning/artikler-og-publikasjoner/flyktninger-i-norge?tabell=250280","Flyktninger i Norge - Asylsøknader for hver måned i 2015, i alt og fra de fem viktigste landene"
"/befolkning/artikler-og-publikasjoner/flyktninger-i-norge?tabell=244642","Flyktninger i Norge - Sysselsatte innvandrere 15-74 år fra Irak og Syria, etter botid. 2009-2014. Prosent"
"/befolkning/artikler-og-publikasjoner/flyktninger-i-norge?tabell=243293","Flyktninger i Norge - Utdanning blant innvandrere i alderen 25-49 år med oppgitt utdanning. Syria, Bosnia-Hercegovinia ogIrak, målt noen år etter ankomst. Prosent"
"/befolkning/artikler-og-publikasjoner/flyktninger-i-norge?tabell=243292",Flyktninger i Norge - Antall og andel innvandrere og flyktninger 2015
"/utenriksokonomi/artikler-og-publikasjoner/julehandel-i-nedgangstider",Julehandel i nedgangstider
"/varehandel-og-tjenesteyting/artikler-og-publikasjoner/vi-handler-for-10-600-kroner-i-desember",Vi handler for 10 600 kroner i desember
"/varehandel-og-tjenesteyting/artikler-og-publikasjoner/vi-handler-for-10-600-kroner-i-desember?tabell=250662",Vi handler for 10 600 kroner i desember - Omsetning i desember 2015 for utvalgte næringer. Millioner kroner
"/varehandel-og-tjenesteyting/artikler-og-publikasjoner/vi-handler-for-10-600-kroner-i-desember?tabell=250663",Vi handler for 10 600 kroner i desember - Omsetning i desember 2015 per fylke.
"/en/forskning/discussion-papers/modelling-and-forecasting-rig-rates-on-the-norwegian-continental-shelf",Modelling and forecasting rig rates on the Norwegian Continental Shelf
"/en/forskning/discussion-papers/imputing-consumption-from-norwegian-income-and-wealth-registry-data",Imputing consumption from Norwegian income and wealth registry data
"/forskning/energi-og-miljookonomi/olje-og-gassmarkeder/utviklingen-i-riggrater-pa-norsk-kontinentalsokkel",Utviklingen i riggrater på norsk kontinentalsokkel
"/omssb/samarbeid/internasjonalt-utviklingssamarbeid/pa-hvilke-fagfelt-arbeider-vi-med-statistikk-som-bistand",På hvilke fagfelt arbeider vi med statistikk som bistand?
"/en/omssb/samarbeid/internasjonalt-utviklingssamarbeid/in-what-areas-do-we-provide-support",In what areas do we provide support?
"/offentlig-sektor/definisjoner-i-statistikk-om-offentlige-finanser",Definisjoner i statistikk om offentlige finanser
"/arbeid-og-lonn/artikler-og-publikasjoner/barn-i-familien-pavirker-ogsa-fedres-avtalte-arbeidstid",Barn i familien påvirker også fedres avtalte arbeidstid
"/arbeid-og-lonn/artikler-og-publikasjoner/barn-i-familien-pavirker-ogsa-fedres-avtalte-arbeidstid?tabell=251106","Barn i familien påvirker også fedres avtalte arbeidstid - Sysselsatte fedre og mødre (20-69 år), etter antall barn under 18år, alderen på yngste barn og avtalt/vanlig arbeidstid. 4. kvartal 2014. Prosent"
"/utdanning/artikler-og-publikasjoner/hva-vet-vi-om-flyktningers-utdanning",Hva vet vi om flyktningers utdanning?
"/utdanning/artikler-og-publikasjoner/hva-vet-vi-om-flyktningers-utdanning?tabell=251455","Hva vet vi om flyktningers utdanning? - Personer fra Syria og Afghanistan, 16 år og over, etter høyeste utdanningsnivå, per1. oktober 2014. Absolutte tall og prosent. Beregnede verdier"
"/utdanning/artikler-og-publikasjoner/hva-vet-vi-om-flyktningers-utdanning?tabell=251454","Hva vet vi om flyktningers utdanning? - Personer fra Syria og Afghanistan, 16 år og over, etter høyeste utdanningsnivå, per1. oktober 2014. Absolutte tall"
"/arbeid-og-lonn/artikler-og-publikasjoner/tre-av-fire-i-arbeid-eller-utdanning",Tre av fire i arbeid eller utdanning
"/arbeid-og-lonn/artikler-og-publikasjoner/tre-av-fire-i-arbeid-eller-utdanning?tabell=251714","Tre av fire i arbeid eller utdanning - Botid per 1.1.2014 og gjennomsnittlig botid, i alt og etter landbakgrunn. Personerbosatt som enslige mindreårige flyktninger i perioden 1996-2013. Prosent"
"/arbeid-og-lonn/artikler-og-publikasjoner/tre-av-fire-i-arbeid-eller-utdanning?tabell=251711","Tre av fire i arbeid eller utdanning - Aktivitetsstatus per november 2013. Befolkningen, personer bosatt som enslige mindreårigeflyktninger, og andre mindreårige flyktninger. 18-29 år, totalt og etter kjønn. I prosent"
"/en/nasjonalregnskap-og-konjunkturer/artikler-og-publikasjoner/including-land-as-a-balance-sheet-item-in-the-norwegian-national-accounts",Including land as a balance sheet item in the Norwegian National Accounts
"/priser-og-prisindekser/artikler-og-publikasjoner/arsvekst-pa-2-1-prosent-i-kpi","Årsvekst på 2,1 prosent i KPI"
"/utdanning/artikler-og-publikasjoner/livslang-laering-2008-2015",Livslang læring 2008-2015
"/omssb/tjenester-og-verktoy/biblioteket",Statistisk sentralbyrås bibliotek
"/omssb/om-oss/vaar-virksomhet/planer-og-meldinger/statistisk-sentralbyras-datafangststrategi",Statistisk sentralbyrås datafangststrategi
"/utenriksokonomi/artikler-og-publikasjoner/okt-eksport-av-vapen-i-2015?tabell=252758",Økt eksport av våpen i 2015 - Eksport av forsvarsmateriell ifølge St.meld. Nr. 8 (2015-2016). Eksport av militærutstyr (Statistisksentralbyrå). 2015. Millioner kroner
"/utenriksokonomi/artikler-og-publikasjoner/okt-eksport-av-vapen-i-2015?tabell=252754","Økt eksport av våpen i 2015 - Eksport av våpen og ammunisjon ifølge tolldeklarasjoner, i alt og etter varegruppe. Millionerkroner"
"/utenriksokonomi/artikler-og-publikasjoner/okt-eksport-av-vapen-i-2015?tabell=252747",Økt eksport av våpen i 2015 - Verdens 10 største våpeneksportører. Millioner dollar
"/en/utenriksokonomi/artikler-og-publikasjoner/exports-of-arms-rose-in-2015",Exports of arms rose in 2015
"/en/utenriksokonomi/artikler-og-publikasjoner/exports-of-arms-rose-in-2015?tabell=252759","Exports of arms rose in 2015 - Exports of defence equipment, Report No. 8 (2015-2016) to the Storting. Export of tanks, weaponsand ammunition (Statistics Norway). 2015. NOK million"
"/en/utenriksokonomi/artikler-og-publikasjoner/exports-of-arms-rose-in-2015?tabell=252845",Exports of arms rose in 2015 - The world’s 10 largest exporters of arms. Million dollars
"/en/utenriksokonomi/artikler-og-publikasjoner/exports-of-arms-rose-in-2015?tabell=252755",Exports of arms rose in 2015 - Export of weapons and ammunition by groupings. NOK Million
"/utenriksokonomi/artikler-og-publikasjoner/okt-eksport-av-vapen-i-2015",Økt eksport av våpen i 2015
"/bygg-bolig-og-eiendom/artikler-og-publikasjoner/mange-droymer-om-hytte-kven-gjer-draum-til-royndom",Mange drøymer om hytte – kven gjer draum til røyndom?
"/bygg-bolig-og-eiendom/artikler-og-publikasjoner/mange-droymer-om-hytte-kven-gjer-draum-til-royndom?tabell=252420","Mange drøymer om hytte – kven gjer draum til røyndom? - Kjøpesum, inntekt og formue for hushald som kjøpte fritidsbustad ifritt sal i 2013. Kroner"
"/bygg-bolig-og-eiendom/artikler-og-publikasjoner/mange-droymer-om-hytte-kven-gjer-draum-til-royndom?tabell=252418","Mange drøymer om hytte – kven gjer draum til røyndom? - Kjøpesum, inntekt og formue for hushald som kjøpte fritidsbustad ifritt sal i 2013, fordelt på bustadfylket til kjøparen. Kroner"
"/sosiale-forhold-og-kriminalitet/artikler-og-publikasjoner/fa-eldre-kommer-i-arbeid-om-de-er-avhengig-av-sosialhjelp",Få eldre kommer i arbeid om de er avhengig av sosialhjelp
"/sosiale-forhold-og-kriminalitet/trygd-og-stonad/statistikk/velferdsytelser-arbeid-og-stonadsmottak",Velferdsytelser - arbeid og stønadsmottak
"/en/sosiale-forhold-og-kriminalitet/trygd-og-stonad/statistikk/velferdsytelser-arbeid-og-stonadsmottak",Welfare benefits – labour and reception of benefits
"/utdanning/artikler-og-publikasjoner/fakta-om-utdanning-2016",Fakta om utdanning 2016
"/sosiale-forhold-og-kriminalitet/artikler-og-publikasjoner/levekarsundersokelsen-eu-silc-2015-tema-boforhold-utsatthet-og-uro-for-lovbrudd","Levekårsundersøkelsen EU-SILC 2015 Tema: boforhold, utsatthet og uro for lovbrudd"
"/bygg-bolig-og-eiendom/artikler-og-publikasjoner/fa-bor-i-boliger-fullt-tilgjengelige-for-rullestolbrukere",Få bor i boliger fullt tilgjengelige for rullestolbrukere
"/bygg-bolig-og-eiendom/artikler-og-publikasjoner/fa-bor-i-boliger-fullt-tilgjengelige-for-rullestolbrukere?tabell=272657","Få bor i boliger fullt tilgjengelige for rullestolbrukere - Vurdering av boligens størrelse og tilfredshet med boligen, etternedsatt funksjonsevne og behov for tilrettelagt bolig, andel husholdninger 2015."
"/bygg-bolig-og-eiendom/artikler-og-publikasjoner/fa-bor-i-boliger-fullt-tilgjengelige-for-rullestolbrukere?tabell=272659","Få bor i boliger fullt tilgjengelige for rullestolbrukere - Andel husholdninger med bolig over flere plan boligplan, og tilgjengelighetfor rullestolbruker, etter nedsatt funksjonsevne, boligtype og bosted. 2015."
"/bygg-bolig-og-eiendom/artikler-og-publikasjoner/fa-bor-i-boliger-fullt-tilgjengelige-for-rullestolbrukere?tabell=272658","Få bor i boliger fullt tilgjengelige for rullestolbrukere - Andel husholdninger som har hindringer for å komme inn i bolig,etter nedsatt funksjonsevne og bosted. 2015"
"/bygg-bolig-og-eiendom/artikler-og-publikasjoner/fa-bor-i-boliger-fullt-tilgjengelige-for-rullestolbrukere?tabell=272656","Få bor i boliger fullt tilgjengelige for rullestolbrukere - Andel husholninger med nedsatt funksjonsevne og behov for tilrettelagtbolig, etter bosted, husholdningstype, boligtype, eierstatus og boligkjennetegn. 2015."
"/sosiale-forhold-og-kriminalitet/artikler-og-publikasjoner/menn-mer-avhengig-av-sosialhjelp-enn-kvinner",Menn mer avhengig av sosialhjelp enn kvinner
"/helse/artikler-og-publikasjoner/fa-ledige-senger-pa-norske-sykehus",Få ledige senger på norske sykehus?
"/helse/artikler-og-publikasjoner/hvor-mye-brukes-sengene-pa-sykehusene",Hvor mye brukes sengene på sykehusene?
"/omssb/om-oss/nyheter-om-ssb/ssb-har-statistikk-pa-innvandrere-og-kriminalitet",SSB har statistikk om innvandrere og kriminalitet
"/valg/artikler-og-publikasjoner/kvinnelig-ordforer-i-tre-av-ti-kommuner",Kvinnelig ordfører i tre av ti kommuner
"/forskning/mikrookonomi/sparing/usikkerhet-pavirker-spareadferd",Usikkerhet påvirker spareadferd
"/en/forskning/discussion-papers/back-to-background-risk",Back to background risk?
"/en/forskning/discussion-papers/the-impacts-of-the-eu-ets-on-norwegian-plants-environmental-and-economic-performance",The impacts of the EU ETS on Norwegian plants’ environmental and economic performance
"/forskning/energi-og-miljookonomi/baerekraftig-utvikling/bymiljo-og-okosystemtjenester-urban-eea",Bymiljø og økosystemtjenester (URBAN-EEA)
"/en/forskning/energi-og-miljookonomi/baerekraftig-utvikling/experimental-urban-ecosystems-accounting-urban-eea-improving-the-decision-support-relevance-for-municipal-planning-and-policy",URBAN-EEA: Experimental ecosystem accounting for urban ecosystems
"/forskning/energi-og-miljookonomi/klimapolitikk-og-okonomi/effektene-av-eus-kvotesystem-for-klimagassutslipp",Effektene av EUs kvotesystem for klimagassutslipp
"/teknologi-og-innovasjon/artikler-og-publikasjoner/kunnskapsintensive-naeringer-i-norge",Kunnskapsintensive næringer i Norge
"/sosiale-forhold-og-kriminalitet/artikler-og-publikasjoner/okende-sosiale-forskjeller-mellom-utdanningsgrupper",Økende sosiale forskjeller mellom utdanningsgrupper
"/forskning/energi-og-miljookonomi/baerekraftig-utvikling/climate-land",CLIMATE-LAND
"/en/forskning/energi-og-miljookonomi/baerekraftig-utvikling/climate-land",CLIMATE-LAND
"/innrapportering/naeringsliv/tilgang-salg-forbruk-naturgass?fane=sporsmal","Tilgang, salg og eget forbruk av naturgass -"
"/innrapportering/naeringsliv/tilgang-salg-forbruk-biogass?fane=sporsmal","Tilgang, salg og eget forbruk av biogass -"
"/forskning/energi-og-miljookonomi/energi-og-miljopolitikk/electrans-elektrifisering-av-transporten-utfordringer-mekanismer-og-losninger","ELECTRANS - Elektrifisering av transporten: Utfordringer, mekanismer og løsninger"
"/en/forskning/energi-og-miljookonomi/energi-og-miljopolitikk/electrification-of-transport-challenges-mechanism-and-solutions-electrans","Electrification of Transport: Challenges, mechanism and solutions (ELECTRANS)"
"/forskning/offentlig-okonomi/arbeidsmarked/arbeidsledighet-blant-unge-menn-kan-ha-langvarige-konsekvenser",Arbeidsledighet blant unge menn kan ha langvarige konsekvenser
"/en/forskning/discussion-papers/the-lost-generation-effects-of-youth-labor-market-opportunities-on-long-term-labor-market-outcomes",The lost generation: Effects of youth labor market opportunities on long-term labor market outcomes
"/priser-og-prisindekser/artikler-og-publikasjoner/estimering-av-leieinntekter-fra-naeringseiendom.oppdatert-med-tall-for-2014",Estimering av leieinntekter fra næringseiendom. Oppdatert med tall for 2014
"/omssb/om-oss/nyheter-om-ssb/ssb-til-topps-i-prognosekaring",SSB til topps i prognosekåring
"/befolkning/artikler-og-publikasjoner/en-demografisk-beskrivelse-av-arbeidsinnvandrere-fra-eu-eos-og-deres-familier",En demografisk beskrivelse av arbeidsinnvandrere fra EU/EØS og deres familier
"/priser-og-prisindekser/artikler-og-publikasjoner/modell-for-beregning-av-boligformue.oppdatert-med-tall-for-2015",Modell for beregning av boligformue. Oppdatert med tall for 2015
"/priser-og-prisindekser/artikler-og-publikasjoner/oljeprisfall-gav-negativ-arsvekst-i-produsentprisindeksen",Oljeprisfall gav negativ årsvekst i produsentprisindeksen
"/en/forskning/discussion-papers/supply-versus-demand-side-policies-in-the-presence-of-carbon-leakage-and-the-green-paradox",Supply versus demand-side policies in the presence of carbon leakage and the green paradox
"/forskning/energi-og-miljookonomi/klimapolitikk-og-okonomi/annonsert-nedtrapping-av-oljeproduksjonen-kan-redusere-dagens-klimagassutslipp",Annonsert nedtrapping av oljeproduksjonen kan redusere dagens klimagassutslipp
"/255294/commodity-list-external-trade-2016",Commodity List External Trade 2016
"/omssb/om-oss/vaar-virksomhet/offisiell-statistikk",Offisiell statistikk
"/en/forskning/discussion-papers/accounting-for-business-income-in-measuring-top-income-shares",Accounting for business income in measuring top income shares
"/255646/accounting-for-business-income-in-measuring-top-income-shares",Accounting for business income in measuring top income shares
"/arbeid-og-lonn/artikler-og-publikasjoner/sysselsetting-og-flytting-blant-innvandrere-belyst-ved-regional-arbeidsmarkedsmobilitet",Sysselsetting og flytting blant innvandrere belyst ved regional arbeidsmarkedsmobilitet
"/omssb/om-oss/vaar-virksomhet/planer-og-meldinger/virksomhetsplan-2016.satsinger-og-prioriteringer",Virksomhetsplan 2016. Satsinger og prioriteringer
"/255269/statistisk-varefortegnelse-for-utenrikshandelen-2016",Statistisk varefortegnelse for utenrikshandelen
"/befolkning/artikler-og-publikasjoner/hvorfor-faller-fruktbarheten-i-norge--256856",Hvorfor faller fruktbarheten i Norge?
"/en/befolkning/nokkeltall",Key figures Population
"/energi-og-industri/artikler-og-publikasjoner/industriomsetningen-falt-i-2015",Industriomsetningen falt i 2015
"/energi-og-industri/artikler-og-publikasjoner/oljerelatert-produksjonsnedgang-i-2015",Oljerelatert produksjonsnedgang i 2015
"/energi-og-industri/artikler-og-publikasjoner/oljerelatert-produksjonsnedgang-i-2015?tabell=254053","Oljerelatert produksjonsnedgang i 2015 - Produksjonsindeks. Årsgjennomsnitt, etter næring og varetype. Kalenderjusterte serier.2005=100"
"/natur-og-miljo/artikler-og-publikasjoner/god-avfallshandtering-forhindrer-klimagassutslipp",God avfallshåndtering forhindrer klimagassutslipp
"/teknologi-og-innovasjon/artikler-og-publikasjoner/okt-konkurranse-i-det-lokale-bredbandsmarkedet",Økt konkurranse i det lokale bredbåndsmarkedet
"/teknologi-og-innovasjon/artikler-og-publikasjoner/okt-konkurranse-i-det-lokale-bredbandsmarkedet?tabell=257028","Økt konkurranse i det lokale bredbåndsmarkedet - Leverandører av faste, private bredbånd og abonnement etter leverandørensdekningsområde. Antall og prosent. 4. kvartal 2013 og 3. kvartal 2015"
"/teknologi-og-innovasjon/artikler-og-publikasjoner/okt-konkurranse-i-det-lokale-bredbandsmarkedet?tabell=257223",Økt konkurranse i det lokale bredbåndsmarkedet - Gjennomsnittlig antall leverandører per kommune og kommuner per leverandøretter leverandørens dekningsområde. 4. kvartal 2013 og 3. kvartal 2015
"/teknologi-og-innovasjon/artikler-og-publikasjoner/okt-konkurranse-i-det-lokale-bredbandsmarkedet?tabell=257811",Økt konkurranse i det lokale bredbåndsmarkedet - Antall leverandører per kommune etter leverandørens dekningsområde. Absoluttetall og prosent. 3. kvartal 2015.
